age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
53,Self-emp-inc,33082,Some-college,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,60,United-States,>50K
35,Private,180411,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States,>50K
56,Private,189032,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
26,Private,212942,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,3727,0,40,United-States,>50K
60,Private,124731,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,7852,0,50,United-States,>50K
50,Private,443695,5th-6th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Peru,>50K
20,Private,358687,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States,>50K
41,State-gov,206963,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,79,United-States,>50K
48,Self-emp-inc,170208,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,>50K
41,Private,166249,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,71,United-States,>50K
60,Private,192272,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,>50K
31,Private,188166,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7,0,44,United-States,>50K
40,Private,172296,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7729,0,74,United-States,>50K
29,Private,126658,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,3371,0,40,United-States,>50K
65,Self-emp-not-inc,217844,Assoc-acdm,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States,>50K
51,Private,237786,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
57,Private,198770,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,50,United-States,>50K
25,Self-emp-inc,173931,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,50,United-States,>50K
51,State-gov,359721,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15237,0,62,United-States,>50K
58,?,29131,HS-grad,5,Married-civ-spouse,?,Other-relative,Asian-Pac-Islander,Male,22,0,40,United-States,>50K
32,Private,300852,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,36,United-States,>50K
29,Private,190825,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,49,United-States,>50K
38,Private,192618,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14541,0,74,United-States,>50K
61,Private,180893,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,>50K
58,Private,272412,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,0,51,United-States,>50K
53,Private,155861,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Female,4,0,13,United-States,>50K
38,Federal-gov,150228,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,46,United-States,>50K
32,Private,143316,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,6,0,59,United-States,>50K
47,Federal-gov,153512,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,50,United-States,>50K
30,Self-emp-not-inc,174269,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,>50K
56,Private,328592,10th,4,Married-civ-spouse,Sales,Husband,White,Male,3,1796,50,United-States,>50K
43,Private,148670,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,13,0,40,United-States,>50K
57,Self-emp-inc,295212,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15192,0,61,United-States,>50K
54,Private,188571,7th-8th,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,59,United-States,>50K
46,Private,453991,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,14545,0,63,Italy,>50K
45,Private,158591,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
61,Private,105021,9th,15,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,Germany,>50K
60,Federal-gov,222891,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15174,0,71,Portugal,>50K
48,Private,332123,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,>50K
37,State-gov,96373,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,8,0,40,United-States,>50K
56,Private,213151,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,>50K
27,Private,37208,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,10,1820,59,United-States,>50K
48,Self-emp-not-inc,191135,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,15419,0,62,United-States,>50K
52,Federal-gov,225522,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,United-States,>50K
28,Self-emp-inc,178179,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7,0,59,United-States,>50K
64,Private,120999,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1726,61,United-States,>50K
64,Private,221013,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,United-States,>50K
27,Private,257145,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,46,Taiwan,>50K
69,Local-gov,230525,12th,6,Married-civ-spouse,Priv-house-serv,Husband,White,Male,7,1,40,Dominican-Republic,>50K
47,Private,176771,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
46,Private,134450,Prof-school,15,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,19,0,13,India,>50K
66,State-gov,138108,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14996,0,61,United-States,>50K
23,Local-gov,125418,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
33,Private,401660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7656,0,40,United-States,>50K
57,State-gov,187317,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
35,Private,397117,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,13,0,40,United-States,>50K
24,Self-emp-inc,187031,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15,0,50,United-States,>50K
61,Private,28602,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3863,0,50,United-States,>50K
35,Private,272696,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,59,United-States,>50K
34,Self-emp-inc,225418,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
64,Self-emp-inc,34807,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14582,0,50,United-States,>50K
42,Private,128894,Masters,14,Married-AF-spouse,Prof-specialty,Unmarried,White,Female,14254,0,45,United-States,>50K
35,Private,114178,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,73,United-States,>50K
66,Private,109975,Doctorate,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3508,0,46,United-States,>50K
37,Private,144570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,62,United-States,>50K
30,Private,210624,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
29,State-gov,513248,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7350,0,31,United-States,>50K
58,Private,278384,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
50,Self-emp-inc,58288,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7440,0,50,United-States,>50K
62,State-gov,169492,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7741,0,51,United-States,>50K
34,Self-emp-inc,207024,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,37,United-States,>50K
46,Private,191144,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2076,9,Cuba,>50K
37,Self-emp-not-inc,197369,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,51,United-States,>50K
33,Private,397662,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,44,United-States,>50K
42,Private,172547,Doctorate,15,Divorced,Prof-specialty,Not-in-family,White,Male,3640,0,45,United-States,>50K
49,Private,45045,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,>50K
52,Local-gov,174101,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,36,United-States,>50K
68,Private,104515,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,40,United-States,>50K
40,Private,158951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
42,Self-emp-not-inc,245333,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2,0,51,United-States,>50K
55,Private,223534,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,67,United-States,>50K
61,Never-worked,203358,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
45,?,98779,12th,4,Married-AF-spouse,?,Wife,Amer-Indian-Eskimo,Female,11,0,40,United-States,>50K
48,State-gov,118631,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4053,0,61,United-States,>50K
44,Self-emp-inc,185187,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,50,United-States,>50K
46,State-gov,139440,Bachelors,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,14,United-States,>50K
63,Private,180116,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,3776,0,61,India,>50K
56,Self-emp-not-inc,251036,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,4092,0,58,United-States,>50K
63,Federal-gov,368960,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,10,0,44,Italy,>50K
23,Private,318179,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,State-gov,202202,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,35,Haiti,>50K
36,Federal-gov,146594,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,>50K
43,Private,190083,HS-grad,14,Married-civ-spouse,Exec-managerial,Wife,Other,Female,14347,0,40,United-States,>50K
40,Federal-gov,325813,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,40,United-States,>50K
65,Federal-gov,96542,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
60,Private,336775,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2858,0,49,United-States,>50K
69,Self-emp-inc,175064,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,0,50,United-States,>50K
46,Private,162462,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
35,Private,126306,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,0,40,United-States,>50K
29,Self-emp-inc,220490,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
63,Self-emp-not-inc,179884,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,14461,0,62,United-States,>50K
43,Private,200640,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,0,50,United-States,>50K
42,Private,431190,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,17,0,50,United-States,>50K
34,Private,199853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,177434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3700,0,40,Philippines,>50K
36,Self-emp-inc,218769,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,13,United-States,>50K
26,Private,199204,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
33,Self-emp-inc,411674,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States,>50K
34,Private,361036,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14688,0,50,United-States,>50K
61,Private,172488,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2501,0,94,United-States,>50K
48,Private,185993,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,69,United-States,>50K
56,Self-emp-inc,161144,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,6,0,50,United-States,>50K
58,Private,220507,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Greece,>50K
35,Private,284622,10th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,>50K
49,State-gov,75658,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,76,United-States,>50K
31,Private,230841,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,>50K
58,Private,201621,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,23,0,40,United-States,>50K
48,Private,446556,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,49,Peru,>50K
51,Private,433460,Assoc-acdm,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,31,Thailand,>50K
37,Private,179167,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Local-gov,209958,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,9,0,30,United-States,>50K
38,Private,161633,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,40,United-States,>50K
42,Private,213676,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,51,?,>50K
42,Private,224400,10th,11,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,4,0,40,United-States,>50K
44,Private,77003,Bachelors,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
59,Private,359742,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1800,58,Portugal,>50K
34,Self-emp-inc,364436,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3307,0,51,United-States,>50K
43,Private,59381,7th-8th,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,180759,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
42,Private,148384,HS-grad,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,>50K
28,Federal-gov,206056,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28,Private,187798,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,60,Canada,>50K
51,Private,129762,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,>50K
30,Self-emp-inc,350945,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7539,0,40,United-States,>50K
48,Self-emp-not-inc,205828,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15904,0,61,United-States,>50K
32,Private,428580,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
62,Private,99914,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,27,0,31,United-States,>50K
60,Private,52278,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
62,Self-emp-inc,147387,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,50,United-States,>50K
57,Private,175517,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2010,71,United-States,>50K
47,Private,189007,12th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,China,>50K
56,Private,124745,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,16,0,31,United-States,>50K
43,Private,182679,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,>50K
69,State-gov,193429,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15384,1878,50,India,>50K
23,?,252091,10th,4,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,4165,0,40,El-Salvador,>50K
58,Private,112899,12th,6,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,>50K
25,Private,185436,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,>50K
40,Private,225581,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,191489,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,0,40,United-States,>50K
32,Private,296745,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7,0,37,United-States,>50K
