age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25,Federal-gov,171626,Bachelors,13,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,4,0,36,United-States,<=50K
36,Private,113043,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,10,0,58,Hong,<=50K
47,Local-gov,235109,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,3,0,40,United-States,<=50K
30,Private,211242,Masters,14,Never-married,Exec-managerial,Other-relative,White,Male,0,0,45,United-States,<=50K
48,Private,220741,10th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
45,Private,210397,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,11,0,40,United-States,<=50K
48,Private,397883,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,Vietnam,<=50K
39,Self-emp-not-inc,39312,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20,Private,160985,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,36,England,<=50K
39,Private,209237,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3494,0,40,United-States,<=50K
41,Private,193389,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,27,0,59,United-States,>50K
31,Private,120470,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,46,United-States,<=50K
43,Private,198748,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
19,?,164216,Some-college,10,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
52,Self-emp-not-inc,289002,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,15678,0,58,United-States,>50K
60,Private,231042,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Laos,<=50K
62,Private,211042,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,31,Cuba,<=50K
54,Private,198024,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7546,1,40,United-States,>50K
60,Self-emp-not-inc,199729,Masters,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,9,0,40,United-States,>50K
46,Private,227214,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
53,Self-emp-not-inc,83980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7514,0,61,India,>50K
27,?,243654,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,11,Italy,<=50K
32,Local-gov,202190,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,2,0,49,United-States,>50K
25,Self-emp-not-inc,257016,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,?,<=50K
56,Private,434236,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9,0,40,United-States,<=50K
46,Private,224749,HS-grad,9,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
28,Private,255412,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,Mexico,<=50K
53,Private,239155,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
17,Private,162777,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,12,Thailand,<=50K
47,Private,196804,Doctorate,11,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,37,United-States,<=50K
22,Private,137872,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,46,United-States,<=50K
74,Private,170685,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2119,40,United-States,<=50K
51,Private,193366,5th-6th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,172386,12th,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,137768,1st-4th,6,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,149287,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K
33,Private,382301,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
46,Private,203160,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,3,0,40,United-States,<=50K
44,Private,304884,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,3746,0,45,El-Salvador,<=50K
38,Private,396093,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
20,Private,165660,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
31,Local-gov,169903,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,0,0,9,Japan,<=50K
63,Federal-gov,283963,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,72,Iran,>50K
50,Private,227357,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,1,0,40,United-States,<=50K
39,Private,227115,Some-college,10,Widowed,Other-service,Unmarried,Black,Male,4,0,40,United-States,<=50K
56,Private,123869,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,10,United-States,<=50K
39,Federal-gov,221582,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,40,United-States,>50K
31,Private,506031,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,0,0,56,United-States,<=50K
20,Private,196714,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,10,United-States,<=50K
38,Private,172611,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,8,Hong,<=50K
28,Private,182215,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,9,0,40,Philippines,>50K
33,Private,198175,Assoc-voc,11,Never-married,Sales,Husband,White,Male,10,0,40,United-States,<=50K
47,Private,195602,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,344355,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,0,50,United-States,>50K
35,Private,191997,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Iran,<=50K
31,Private,247823,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,?,<=50K
26,Private,97785,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,62,Cambodia,<=50K
41,Private,326341,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,14,0,40,United-States,>50K
20,Private,133487,HS-grad,9,Separated,Sales,Own-child,White,Male,0,0,49,United-States,<=50K
27,Private,95757,9th,6,Never-married,Other-service,Unmarried,White,Female,14,0,40,United-States,<=50K
33,Private,396793,Some-college,9,Divorced,Adm-clerical,Other-relative,White,Female,14,0,40,United-States,<=50K
55,Self-emp-not-inc,127153,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,1,0,68,United-States,<=50K
19,?,274956,Some-college,10,Never-married,?,Own-child,White,Male,0,0,9,United-States,<=50K
51,Private,152569,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3414,1,40,United-States,>50K
37,Private,325207,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States,<=50K
67,Private,240089,1st-4th,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,Mexico,<=50K
37,Private,92182,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,11,0,36,Outlying-US(Guam-USVI-etc),>50K
61,Private,175859,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,218214,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,2,0,46,United-States,>50K
35,Private,214071,Bachelors,13,Never-married,Sales,Unmarried,White,Female,3413,0,45,United-States,<=50K
32,Private,165731,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,46,United-States,<=50K
27,Self-emp-not-inc,79845,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,27,0,59,South,<=50K
71,Private,116858,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,45,United-States,>50K
42,Private,219239,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K
43,Private,115842,Doctorate,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K
26,Private,292992,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
20,Private,199449,HS-grad,9,Never-married,?,Own-child,White,Female,2,0,35,United-States,<=50K
18,?,345095,Some-college,10,Never-married,?,Own-child,White,Male,0,0,8,United-States,<=50K
37,Private,186875,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
35,Private,279712,Masters,14,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,15,0,60,South,<=50K
53,Private,104594,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,17,0,40,United-States,<=50K
34,Private,189005,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,11,0,76,United-States,>50K
51,Private,43540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,31,United-States,<=50K
57,Private,437637,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7848,0,40,United-States,>50K
30,Federal-gov,155948,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
55,Private,202140,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
32,Private,143222,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,16,0,37,Cuba,<=50K
21,Private,186542,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,10,United-States,<=50K
32,Without-pay,172469,9th,5,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,206331,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,1,0,40,United-States,<=50K
64,Private,359728,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,7,0,40,United-States,<=50K
26,Private,230041,HS-grad,9,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
20,Private,200288,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2,0,21,United-States,<=50K
45,Private,214328,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,56833,11th,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,13,United-States,<=50K
34,State-gov,182254,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,<=50K
53,Self-emp-not-inc,38749,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,4,0,40,Vietnam,<=50K
31,Private,135902,11th,7,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,180004,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,31,United-States,<=50K
45,Private,197529,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,2930,0,13,United-States,<=50K
59,Never-worked,207538,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
62,?,130674,HS-grad,9,Never-married,?,Own-child,Asian-Pac-Islander,Female,4,0,35,United-States,<=50K
57,Private,161723,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,13,0,36,United-States,<=50K
25,Private,184314,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,198127,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,188138,HS-grad,9,Never-married,Sales,Own-child,White,Male,17,0,36,United-States,<=50K
43,Federal-gov,44421,Some-college,10,Married-civ-spouse,Protective-serv,Wife,White,Female,14780,0,15,United-States,>50K
22,Private,240256,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,0,0,24,United-States,<=50K
35,Private,205923,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,16,0,40,United-States,<=50K
26,Self-emp-not-inc,155399,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,8,0,40,United-States,<=50K
49,Local-gov,204896,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,165332,12th,6,Never-married,Craft-repair,Other-relative,White,Male,0,1739,40,Scotland,<=50K
53,Private,180175,7th-8th,16,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,46,India,>50K
36,Private,191335,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,180468,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
60,Private,177261,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,31,United-States,<=50K
25,Private,173653,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,68,United-States,>50K
33,Private,167452,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Honduras,<=50K
33,Private,140023,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,China,<=50K
31,Private,193000,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,8,United-States,<=50K
24,Without-pay,227737,12th,6,Divorced,?,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
48,Federal-gov,165499,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Male,20,0,50,United-States,<=50K
35,Private,162883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,229537,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
63,Private,129047,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Private,209522,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,<=50K
50,Private,181672,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,71,United-States,<=50K
21,Private,169791,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,11,United-States,<=50K
30,Private,168959,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
61,?,44453,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,10,United-States,<=50K
53,Private,270165,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,12,0,19,United-States,<=50K
34,Private,175285,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,?,117548,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,11,United-States,<=50K
50,Private,202684,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3142,2013,45,Honduras,<=50K
51,Private,179227,10th,9,Divorced,Sales,Own-child,White,Male,2,0,51,United-States,<=50K
44,Private,263040,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,3365,0,20,United-States,>50K
51,Private,195848,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,<=50K
47,Private,161983,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,?,<=50K
39,Private,168378,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,White,Female,4,0,40,United-States,<=50K
58,?,154647,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
52,?,163439,Some-college,10,Divorced,?,Other-relative,White,Female,0,0,8,United-States,<=50K
23,Private,131685,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,30,South,<=50K
18,?,135715,12th,10,Never-married,?,Own-child,White,Male,8,0,40,United-States,<=50K
25,Private,191381,Some-college,10,Never-married,Tech-support,Own-child,White,Male,4,0,31,United-States,<=50K
38,Federal-gov,370051,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
34,Federal-gov,203573,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,0,40,United-States,<=50K
57,?,307779,HS-grad,9,Married-AF-spouse,?,Wife,Other,Female,3418,0,10,Haiti,<=50K
64,Private,196990,9th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,46,Greece,>50K
28,Private,205776,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,4164,0,58,United-States,<=50K
53,Private,191607,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3243,0,45,United-States,>50K
29,Private,117655,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,18,0,40,United-States,<=50K
24,?,169630,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
36,Federal-gov,197741,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
52,Private,234377,5th-6th,2,Divorced,Craft-repair,Unmarried,White,Female,0,0,44,Mexico,<=50K
21,?,257956,Some-college,14,Never-married,?,Own-child,White,Male,7,0,22,United-States,<=50K
50,Private,100328,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3474,0,46,United-States,>50K
43,Federal-gov,39467,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,177523,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,58,United-States,<=50K
43,Private,354229,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3804,0,50,United-States,<=50K
41,Private,175490,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2559,0,50,United-States,<=50K
49,Private,155608,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
26,Private,195345,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,202326,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15478,0,62,United-States,>50K
32,Private,217637,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Local-gov,374768,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,1,40,Trinadad&Tobago,<=50K
40,Private,165066,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14906,0,45,United-States,>50K
55,State-gov,442530,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
53,Private,226996,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,18,0,40,Mexico,<=50K
17,Private,364896,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,14,0,8,United-States,<=50K
28,Private,286621,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,38,United-States,<=50K
34,Private,171494,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,16,0,37,United-States,<=50K
36,Private,279863,Some-college,10,Separated,Tech-support,Unmarried,White,Female,17,0,50,United-States,<=50K
19,Private,367674,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,<=50K
20,State-gov,214782,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,<=50K
67,Self-emp-not-inc,317206,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15835,2022,62,United-States,>50K
27,Private,309957,11th,11,Never-married,Tech-support,Not-in-family,White,Female,0,1,45,United-States,<=50K
54,?,239101,1st-4th,10,Widowed,?,Not-in-family,White,Female,0,0,13,United-States,<=50K
45,Private,60624,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,24,Mexico,<=50K
28,Private,221599,Some-college,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,15,0,40,Philippines,<=50K
